user_story_id,story_text,moscow_priority,importance_score,stakeholder_role,project_stage,iteration_count,feedback,sentiment,timeline_prediction,budget_prediction,actual_timeline,actual_budget,team_skills
9636,"As a developer, I need manage tasks effectively to satisfy clients.",Should,3,Tester,Sprint Planning,3,Excellent implementation! Great work.,Neutral,55.75,30395.26,55.55,31183.86,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'expert'}"
9637,"As a stakeholder, I need access the test environment to achieve business goals.",Should,3,Tester,Development,1,"The design aligns well with our goals, but testing needs more focus.",Neutral,107.25,22933.48,103.01,24882.81,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'expert'}"
9638,"As a developer, I want to deploy the software so that enhance usability.",Won't,1,Product Owner,Development,4,Excellent implementation! Great work.,Neutral,32.96,24075.59,34.39,24588.01,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'expert', 'designer': 'expert'}"
9639,"As a developer, I need access the test environment to achieve business goals.",Should,5,Developer,Deployment,4,This part of the system needs a complete overhaul.,Negative,27.6,25160.54,23.09,25390.7,"{'developer': 'expert', 'tester': 'expert', 'manager': 'expert', 'designer': 'expert'}"
9640,"As a developer, I need access the test environment to achieve business goals.",Should,1,Tester,Sprint Planning,1,"The design aligns well with our goals, but testing needs more focus.",Neutral,69.8,35147.83,77.85,34535.38,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'intermediate'}"
9641,"As a product owner, I must create detailed reports in order to achieve business goals.",Must,6,Product Owner,Development,5,"The interface is user-friendly, but performance needs improvement.",Neutral,124.3,66330.3,131.88,65429.86,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'expert', 'designer': 'intermediate'}"
9642,"As a product owner, I want to plan the sprint so that ensure quality.",Could,10,Product Owner,Testing,1,"The design aligns well with our goals, but testing needs more focus.",Neutral,62.88,24232.11,63.57,24398.45,"{'developer': 'expert', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'expert'}"
9643,"As a stakeholder, I must deploy the software in order to enhance usability.",Won't,4,Tester,Sprint Planning,3,"Not satisfied with the outcome, requires a fix.",Neutral,44.22,22942.7,54.07,23227.85,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'intermediate'}"
9644,"As a developer, I want to design the interface so that ensure quality.",Must,6,Manager,Deployment,1,We are satisfied with the current functionality.,Neutral,112.5,44863.12,111.87,43996.88,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'expert'}"
9645,"As a developer, I must plan the sprint in order to ensure quality.",Could,2,Manager,Sprint Planning,2,This part of the system needs a complete overhaul.,Negative,75.68,24960.6,71.05,26574.06,"{'developer': 'beginner', 'tester': 'expert', 'manager': 'expert', 'designer': 'intermediate'}"
9646,"As a product owner, I must review requirements in order to ensure quality.",Should,7,Manager,Testing,3,"Not satisfied with the outcome, requires a fix.",Neutral,49.44,26612.49,57.92,25782.85,"{'developer': 'expert', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'beginner'}"
9647,"As a developer, I want to design the interface so that achieve business goals.",Must,7,Developer,Development,2,The feature works great but could use some improvement.,Positive,22.22,15680.93,17.27,17205.73,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'intermediate'}"
9648,"As a designer, I want to deploy the software so that satisfy clients.",Won't,3,Developer,Deployment,4,The feature works great but could use some improvement.,Positive,101.74,54086.97,97.75,54677.99,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'expert', 'designer': 'intermediate'}"
9649,"As a developer, I am required to review requirements to achieve meet deadlines.",Should,10,Manager,Testing,1,Excellent implementation! Great work.,Neutral,75.17,41394.24,77.78,40796.82,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'expert'}"
9650,"As a stakeholder, I need access the test environment to meet deadlines.",Should,2,Product Owner,Deployment,4,"The interface is user-friendly, but performance needs improvement.",Neutral,103.98,27618.16,99.33,28386.76,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'expert', 'designer': 'beginner'}"
9651,"As a developer, I wish to test the application thoroughly so I can meet deadlines.",Should,6,Tester,Development,2,Excellent implementation! Great work.,Neutral,40.91,25705.36,49.22,26870.56,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'intermediate'}"
9652,"As a manager, I must review requirements in order to achieve business goals.",Should,4,Developer,Development,3,The feature works great but could use some improvement.,Positive,29.47,10646.26,39.33,9870.96,"{'developer': 'beginner', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'intermediate'}"
9653,"As a product owner, I want to test the application thoroughly so that achieve business goals.",Should,3,Manager,Development,3,"Not satisfied with the outcome, requires a fix.",Neutral,47.92,15527.92,55.64,15912.35,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'beginner'}"
9654,"As a designer, I wish to review requirements so I can meet deadlines.",Must,8,Product Owner,Testing,1,This part of the system needs a complete overhaul.,Negative,89.87,13550.59,94.78,15464.45,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'beginner'}"
9655,"As a tester, I wish to review requirements so I can ensure quality.",Should,8,Product Owner,Development,3,"The design aligns well with our goals, but testing needs more focus.",Neutral,73.48,38536.42,77.74,38200.02,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'expert', 'designer': 'expert'}"
9656,"As a stakeholder, I need review the user stories to achieve business goals.",Should,9,Tester,Testing,2,We are satisfied with the current functionality.,Neutral,45.56,32361.46,54.77,32201.52,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'expert'}"
9657,"As a tester, I am required to plan the sprint to achieve satisfy clients.",Should,7,Tester,Testing,3,Excellent implementation! Great work.,Neutral,46.92,22912.5,56.35,24799.68,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'expert', 'designer': 'expert'}"
9658,"As a designer, I am required to design the interface to achieve achieve business goals.",Must,8,Manager,Development,1,"The interface is user-friendly, but performance needs improvement.",Neutral,115.52,42661.35,115.37,43946.09,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'expert'}"
9659,"As a tester, I need access the test environment to achieve business goals.",Should,6,Tester,Testing,4,"The interface is user-friendly, but performance needs improvement.",Neutral,82.7,53750.3,87.85,53230.88,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'intermediate'}"
9660,"As a designer, I am required to test the application thoroughly to achieve enhance usability.",Should,9,Developer,Testing,1,We are satisfied with the current functionality.,Neutral,42.95,25201.44,50.91,26387.19,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'expert', 'designer': 'beginner'}"
9661,"As a product owner, I wish to review requirements so I can deliver value.",Should,9,Manager,Deployment,3,"The interface is user-friendly, but performance needs improvement.",Neutral,19.16,14306.62,29.14,15783.81,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'expert'}"
9662,"As a tester, I want to design the interface so that meet deadlines.",Should,2,Developer,Development,3,"Not satisfied with the outcome, requires a fix.",Neutral,108.46,19407.06,105.02,19312.18,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'expert', 'designer': 'intermediate'}"
9663,"As a designer, I need validate the design to enhance usability.",Must,5,Developer,Sprint Planning,4,This part of the system needs a complete overhaul.,Negative,102.26,48944.36,101.58,50122.7,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'beginner'}"
9664,"As a product owner, I need use advanced tools to satisfy clients.",Must,8,Tester,Testing,5,"The interface is user-friendly, but performance needs improvement.",Neutral,37.56,24737.24,38.63,23832.98,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'expert', 'designer': 'beginner'}"
9665,"As a designer, I need manage tasks effectively to achieve business goals.",Must,2,Developer,Development,1,We are satisfied with the current functionality.,Neutral,126.86,44714.78,127.55,44306.76,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'beginner'}"
9666,"As a product owner, I need use advanced tools to enhance usability.",Must,3,Developer,Sprint Planning,5,"The interface is user-friendly, but performance needs improvement.",Neutral,76.18,50512.81,73.09,50942.98,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'intermediate'}"
9667,"As a developer, I am required to design the interface to achieve enhance usability.",Must,5,Manager,Sprint Planning,3,This part of the system needs a complete overhaul.,Negative,39.81,11071.3,49.48,11426.31,"{'developer': 'expert', 'tester': 'expert', 'manager': 'expert', 'designer': 'beginner'}"
9668,"As a developer, I am required to plan the sprint to achieve ensure quality.",Could,1,Developer,Deployment,2,"Not satisfied with the outcome, requires a fix.",Neutral,42.91,17677.28,39.73,17240.24,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'expert'}"
9669,"As a tester, I wish to plan the sprint so I can meet deadlines.",Should,7,Product Owner,Deployment,4,"The interface is user-friendly, but performance needs improvement.",Neutral,50.09,13773.2,59.09,13345.63,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'expert'}"
9670,"As a product owner, I want to create detailed reports so that satisfy clients.",Must,1,Manager,Testing,4,This part of the system needs a complete overhaul.,Negative,72.14,38624.29,74.02,40592.04,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'expert', 'designer': 'intermediate'}"
9671,"As a stakeholder, I need review the user stories to enhance usability.",Should,4,Developer,Deployment,5,This part of the system needs a complete overhaul.,Negative,86.37,35382.03,93.5,34382.99,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'beginner'}"
9672,"As a designer, I am required to test the application thoroughly to achieve enhance usability.",Should,10,Manager,Development,1,The feature works great but could use some improvement.,Positive,91.59,21433.7,94.11,23046.24,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'beginner'}"
9673,"As a tester, I wish to plan the sprint so I can satisfy clients.",Should,10,Developer,Sprint Planning,4,We are satisfied with the current functionality.,Neutral,67.91,27475.96,74.81,27417.58,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'expert'}"
9674,"As a designer, I wish to plan the sprint so I can meet deadlines.",Could,1,Manager,Sprint Planning,1,Excellent implementation! Great work.,Neutral,43.55,22854.79,38.78,22773.07,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'beginner'}"
9675,"As a designer, I must create detailed reports in order to deliver value.",Must,1,Developer,Sprint Planning,2,This part of the system needs a complete overhaul.,Negative,57.37,26817.98,56.41,26115.34,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'beginner'}"
9676,"As a designer, I need review the user stories to meet deadlines.",Must,4,Tester,Testing,3,"The interface is user-friendly, but performance needs improvement.",Neutral,84.62,30537.42,86.72,29721.31,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'beginner'}"
9677,"As a tester, I want to plan the sprint so that enhance usability.",Should,4,Product Owner,Deployment,3,"Not satisfied with the outcome, requires a fix.",Neutral,92.4,22658.7,96.27,23397.29,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'intermediate'}"
9678,"As a manager, I am required to test the application thoroughly to achieve satisfy clients.",Should,3,Tester,Testing,2,The feature works great but could use some improvement.,Positive,11.13,9558.84,7.76,11004.73,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'expert', 'designer': 'beginner'}"
9679,"As a stakeholder, I wish to create detailed reports so I can enhance usability.",Must,5,Tester,Deployment,1,We are satisfied with the current functionality.,Neutral,42.09,21452.77,49.75,23387.35,"{'developer': 'beginner', 'tester': 'expert', 'manager': 'expert', 'designer': 'expert'}"
9680,"As a stakeholder, I must review requirements in order to enhance usability.",Should,3,Developer,Sprint Planning,1,We are satisfied with the current functionality.,Neutral,75.35,22438.45,81.3,23335.6,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'expert'}"
9681,"As a tester, I want to review requirements so that enhance usability.",Should,7,Tester,Deployment,1,We are satisfied with the current functionality.,Neutral,66.0,16837.52,67.39,15993.35,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'beginner'}"
9682,"As a stakeholder, I am required to test the application thoroughly to achieve achieve business goals.",Should,9,Tester,Testing,4,Excellent implementation! Great work.,Neutral,66.59,21705.18,69.23,21291.36,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'intermediate'}"
9683,"As a developer, I am required to review requirements to achieve satisfy clients.",Should,8,Manager,Sprint Planning,1,Excellent implementation! Great work.,Neutral,39.27,16374.56,44.27,15689.33,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'expert'}"
9684,"As a stakeholder, I want to design the interface so that satisfy clients.",Must,8,Developer,Sprint Planning,2,The feature works great but could use some improvement.,Positive,52.02,28126.27,49.41,29925.89,"{'developer': 'beginner', 'tester': 'expert', 'manager': 'expert', 'designer': 'expert'}"
9685,"As a developer, I am required to deploy the software to achieve meet deadlines.",Won't,4,Tester,Testing,4,We are satisfied with the current functionality.,Neutral,53.47,19136.22,53.44,20740.68,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'beginner'}"
9686,"As a product owner, I wish to test the application thoroughly so I can achieve business goals.",Should,1,Product Owner,Development,3,"The design aligns well with our goals, but testing needs more focus.",Neutral,62.43,31337.68,67.8,31227.95,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'expert'}"
9687,"As a tester, I am required to test the application thoroughly to achieve enhance usability.",Should,2,Manager,Testing,4,"The interface is user-friendly, but performance needs improvement.",Neutral,38.69,31167.99,41.21,32044.58,"{'developer': 'expert', 'tester': 'expert', 'manager': 'expert', 'designer': 'beginner'}"
9688,"As a developer, I must create detailed reports in order to deliver value.",Must,5,Manager,Testing,4,"Not satisfied with the outcome, requires a fix.",Neutral,1.42,9303.23,0.17,9681.99,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'expert'}"
9689,"As a product owner, I must review requirements in order to satisfy clients.",Should,2,Product Owner,Testing,3,The feature works great but could use some improvement.,Positive,36.85,29042.96,43.93,28188.79,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'expert'}"
9690,"As a tester, I am required to test the application thoroughly to achieve achieve business goals.",Should,6,Tester,Deployment,2,"The interface is user-friendly, but performance needs improvement.",Neutral,10.51,7603.72,14.7,9188.63,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'intermediate'}"
9691,"As a stakeholder, I need review the user stories to enhance usability.",Should,5,Developer,Testing,3,The feature works great but could use some improvement.,Positive,40.49,28826.22,39.29,28902.46,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'intermediate'}"
9692,"As a designer, I wish to design the interface so I can enhance usability.",Must,4,Developer,Sprint Planning,3,"The interface is user-friendly, but performance needs improvement.",Neutral,17.07,15401.65,26.74,16424.76,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'intermediate'}"
9693,"As a manager, I need collaborate with the team to achieve business goals.",Must,1,Product Owner,Sprint Planning,1,The feature works great but could use some improvement.,Positive,118.02,13710.21,120.26,15164.7,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'expert'}"
9694,"As a stakeholder, I am required to design the interface to achieve enhance usability.",Must,2,Tester,Sprint Planning,4,"Not satisfied with the outcome, requires a fix.",Neutral,70.71,18142.4,68.27,17400.23,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'beginner'}"
9695,"As a developer, I must review requirements in order to deliver value.",Should,8,Product Owner,Sprint Planning,2,This part of the system needs a complete overhaul.,Negative,103.37,54406.38,98.41,55969.9,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'expert', 'designer': 'intermediate'}"
9696,"As a developer, I need collaborate with the team to meet deadlines.",Won't,1,Tester,Testing,5,The feature works great but could use some improvement.,Positive,71.27,45326.15,80.12,45901.03,"{'developer': 'beginner', 'tester': 'expert', 'manager': 'expert', 'designer': 'intermediate'}"
9697,"As a manager, I wish to create detailed reports so I can satisfy clients.",Must,5,Product Owner,Testing,4,Excellent implementation! Great work.,Neutral,74.39,33921.7,81.38,35530.82,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'intermediate'}"
9698,"As a tester, I need review the user stories to satisfy clients.",Should,5,Manager,Development,1,"Not satisfied with the outcome, requires a fix.",Neutral,19.49,10866.14,18.74,10472.38,"{'developer': 'expert', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'beginner'}"
9699,"As a product owner, I want to test the application thoroughly so that enhance usability.",Should,2,Developer,Development,2,The feature works great but could use some improvement.,Positive,43.39,22253.74,45.8,24012.49,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'beginner'}"
9700,"As a developer, I want to design the interface so that ensure quality.",Must,6,Tester,Sprint Planning,1,"The design aligns well with our goals, but testing needs more focus.",Neutral,56.79,28299.32,55.21,28902.37,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'intermediate'}"
9701,"As a designer, I want to review requirements so that enhance usability.",Must,2,Tester,Sprint Planning,1,Excellent implementation! Great work.,Neutral,29.7,8292.9,35.9,10243.56,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'expert', 'designer': 'expert'}"
9702,"As a developer, I need access the test environment to ensure quality.",Should,10,Developer,Sprint Planning,2,Excellent implementation! Great work.,Neutral,110.99,19267.8,119.42,19302.98,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'expert', 'designer': 'beginner'}"
9703,"As a stakeholder, I want to create detailed reports so that ensure quality.",Must,10,Developer,Testing,4,"The interface is user-friendly, but performance needs improvement.",Neutral,15.83,20197.92,16.95,21657.93,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'expert', 'designer': 'intermediate'}"
9704,"As a stakeholder, I am required to design the interface to achieve deliver value.",Must,7,Product Owner,Deployment,2,"The interface is user-friendly, but performance needs improvement.",Neutral,73.73,30154.82,71.89,29731.12,"{'developer': 'beginner', 'tester': 'expert', 'manager': 'expert', 'designer': 'intermediate'}"
9705,"As a tester, I wish to deploy the software so I can satisfy clients.",Should,7,Developer,Sprint Planning,4,This part of the system needs a complete overhaul.,Negative,38.4,22302.45,45.45,21466.56,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'beginner'}"
9706,"As a product owner, I need review the user stories to satisfy clients.",Should,9,Product Owner,Sprint Planning,4,"Not satisfied with the outcome, requires a fix.",Neutral,53.01,31338.34,55.28,31228.16,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'expert', 'designer': 'expert'}"
9707,"As a manager, I wish to create detailed reports so I can satisfy clients.",Must,6,Tester,Development,4,"Not satisfied with the outcome, requires a fix.",Neutral,37.31,23687.16,42.57,25535.13,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'expert'}"
9708,"As a designer, I need access the test environment to achieve business goals.",Should,1,Tester,Development,1,Excellent implementation! Great work.,Neutral,113.03,45656.65,115.17,47334.74,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'expert'}"
9709,"As a designer, I wish to plan the sprint so I can satisfy clients.",Could,10,Product Owner,Deployment,4,"The design aligns well with our goals, but testing needs more focus.",Neutral,63.49,28084.31,60.13,29133.66,"{'developer': 'expert', 'tester': 'expert', 'manager': 'expert', 'designer': 'expert'}"
9710,"As a tester, I want to plan the sprint so that meet deadlines.",Should,9,Manager,Sprint Planning,1,"The design aligns well with our goals, but testing needs more focus.",Neutral,103.3,15664.92,100.3,16422.81,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'expert', 'designer': 'beginner'}"
9711,"As a designer, I want to plan the sprint so that ensure quality.",Could,10,Manager,Testing,4,"The interface is user-friendly, but performance needs improvement.",Neutral,24.95,28343.01,32.52,29744.25,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'beginner'}"
9712,"As a product owner, I wish to review requirements so I can satisfy clients.",Should,6,Manager,Development,2,Excellent implementation! Great work.,Neutral,44.25,11258.4,47.87,12559.21,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'expert', 'designer': 'intermediate'}"
9713,"As a manager, I want to design the interface so that enhance usability.",Must,4,Product Owner,Development,1,We are satisfied with the current functionality.,Neutral,113.17,45701.58,119.87,45307.63,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'intermediate'}"
9714,"As a tester, I need review the user stories to meet deadlines.",Should,10,Developer,Sprint Planning,5,Excellent implementation! Great work.,Neutral,67.66,21742.51,68.13,22033.17,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'expert'}"
9715,"As a designer, I want to test the application thoroughly so that deliver value.",Should,1,Product Owner,Development,3,"The design aligns well with our goals, but testing needs more focus.",Neutral,89.22,47910.2,85.27,49800.2,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'intermediate'}"
9716,"As a developer, I want to review requirements so that meet deadlines.",Should,2,Developer,Testing,2,"The design aligns well with our goals, but testing needs more focus.",Neutral,83.12,32872.7,89.53,33737.76,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'expert', 'designer': 'intermediate'}"
9717,"As a stakeholder, I must test the application thoroughly in order to deliver value.",Should,6,Product Owner,Testing,1,This part of the system needs a complete overhaul.,Negative,22.46,17064.65,20.15,16792.37,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'beginner'}"
9718,"As a manager, I need use advanced tools to deliver value.",Must,4,Product Owner,Testing,3,"Not satisfied with the outcome, requires a fix.",Neutral,37.93,13648.61,35.53,15457.09,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'expert', 'designer': 'intermediate'}"
9719,"As a product owner, I want to deploy the software so that enhance usability.",Won't,7,Tester,Development,2,"Not satisfied with the outcome, requires a fix.",Neutral,24.4,10667.76,21.88,11047.49,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'beginner'}"
9720,"As a designer, I must create detailed reports in order to achieve business goals.",Must,10,Product Owner,Testing,1,The feature works great but could use some improvement.,Positive,82.58,18735.49,92.27,18358.87,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'beginner'}"
9721,"As a tester, I must review requirements in order to ensure quality.",Should,9,Product Owner,Deployment,3,"Not satisfied with the outcome, requires a fix.",Neutral,36.18,15389.06,43.12,15018.01,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'expert', 'designer': 'expert'}"
9722,"As a designer, I must test the application thoroughly in order to satisfy clients.",Should,9,Developer,Development,2,We are satisfied with the current functionality.,Neutral,64.31,26912.63,64.22,27034.61,"{'developer': 'expert', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'expert'}"
9723,"As a tester, I must test the application thoroughly in order to satisfy clients.",Should,10,Product Owner,Sprint Planning,2,We are satisfied with the current functionality.,Neutral,68.07,20382.46,72.16,22367.78,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'expert', 'designer': 'intermediate'}"
9724,"As a designer, I need manage tasks effectively to ensure quality.",Must,2,Product Owner,Development,3,The feature works great but could use some improvement.,Positive,26.49,17139.16,28.76,16408.14,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'expert', 'designer': 'expert'}"
9725,"As a tester, I need access the test environment to ensure quality.",Should,7,Manager,Deployment,2,The feature works great but could use some improvement.,Positive,75.65,19197.45,80.5,19732.57,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'expert'}"
9726,"As a designer, I wish to create detailed reports so I can deliver value.",Must,2,Tester,Sprint Planning,1,"Not satisfied with the outcome, requires a fix.",Neutral,49.81,8079.62,51.68,7803.56,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'expert'}"
9727,"As a tester, I wish to deploy the software so I can meet deadlines.",Should,10,Manager,Development,1,"The interface is user-friendly, but performance needs improvement.",Neutral,114.05,46293.71,112.58,47178.86,"{'developer': 'expert', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'beginner'}"
9728,"As a tester, I am required to plan the sprint to achieve satisfy clients.",Should,3,Manager,Sprint Planning,1,"The design aligns well with our goals, but testing needs more focus.",Neutral,67.18,20875.17,77.04,21983.62,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'expert', 'designer': 'expert'}"
9729,"As a product owner, I want to design the interface so that satisfy clients.",Must,2,Developer,Sprint Planning,3,"The interface is user-friendly, but performance needs improvement.",Neutral,80.54,27148.41,87.1,28933.31,"{'developer': 'expert', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'intermediate'}"
9730,"As a designer, I need access the test environment to satisfy clients.",Should,6,Manager,Testing,1,Excellent implementation! Great work.,Neutral,92.45,48696.75,97.18,48721.14,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'intermediate'}"
9731,"As a developer, I need validate the design to enhance usability.",Must,8,Developer,Deployment,3,We are satisfied with the current functionality.,Neutral,70.15,32367.52,65.77,32671.01,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'expert'}"
9732,"As a stakeholder, I need collaborate with the team to satisfy clients.",Should,2,Developer,Sprint Planning,2,"The design aligns well with our goals, but testing needs more focus.",Neutral,35.65,16781.25,41.7,18459.15,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'beginner'}"
9733,"As a stakeholder, I wish to test the application thoroughly so I can achieve business goals.",Should,5,Tester,Testing,4,"Not satisfied with the outcome, requires a fix.",Neutral,11.27,11785.71,20.46,11896.02,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'expert', 'designer': 'beginner'}"
9734,"As a stakeholder, I am required to test the application thoroughly to achieve enhance usability.",Should,5,Manager,Testing,4,"Not satisfied with the outcome, requires a fix.",Neutral,73.56,46203.55,70.74,47881.06,"{'developer': 'beginner', 'tester': 'expert', 'manager': 'expert', 'designer': 'expert'}"
9735,"As a product owner, I am required to test the application thoroughly to achieve enhance usability.",Should,10,Developer,Development,5,Excellent implementation! Great work.,Neutral,9.49,14506.41,18.92,15888.29,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'intermediate'}"
9736,"As a product owner, I am required to deploy the software to achieve satisfy clients.",Won't,3,Product Owner,Testing,5,Excellent implementation! Great work.,Neutral,11.83,11814.23,7.72,11847.6,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'expert', 'designer': 'expert'}"
9737,"As a tester, I must review requirements in order to enhance usability.",Should,8,Product Owner,Development,5,This part of the system needs a complete overhaul.,Negative,25.11,21175.05,20.77,22373.71,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'expert'}"
9738,"As a tester, I wish to design the interface so I can achieve business goals.",Should,3,Product Owner,Development,4,"The interface is user-friendly, but performance needs improvement.",Neutral,97.03,33304.7,104.4,34894.07,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'intermediate'}"
9739,"As a designer, I am required to plan the sprint to achieve achieve business goals.",Could,4,Product Owner,Deployment,2,"Not satisfied with the outcome, requires a fix.",Neutral,98.35,19106.84,100.22,19955.63,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'beginner'}"
